69.50	-0.0186417	6503	0.458333	1
54.85	-0.00219117	11270	0.588235	0
103.92	-0.230156	2123	0.625407	0
63.80	-0.403519	2508	0.608696	0
406.80	0.946869	1438	0.713539	1
51.37	-0.0665846	8310	0.592308	0
114.04	2.30289	6006	0.634703	0
160.81	-0.399596	6990	0.619608	1
113.61	-0.023025	8805	0.593182	1
103.16	-0.27291	2723	0.603922	1
50.12	-0.181372	5723	0.621622	1
120.23	-0.254025	1933	0.642105	1
88.68	-0.290364	2846	0.657407	1
79.74	5.61379	8985	0.558036	0
73.39	-0.0581674	32037	0.518828	1
75.06	0.0172265	31322	0.473529	1
136.35	-0.0474532	16877	0.507389	0
128.33	-0.334083	7690	0.597107	1
220.77	-0.250342	8209	0.592287	1
309.32	-0.308349	4858	0.696306	1
64.79	-0.458045	9836	0.613636	1
53.02	-0.304164	24086	0.716814	1
63.36	-0.268919	24510	0.617225	1
289.57	0.270875	24735	0.649254	1
462.63	-0.0877506	40566	0.631105	1
61.74	-0.148709	4318	0.726293	0
71.96	-0.375895	2862	0.650794	0
98.85	-0.414303	12759	0.545090	1
134.86	-0.367246	3940	0.613281	0
296.50	-0.269594	11196	0.580282	1
85.11	-0.375549	17644	0.632411	0
87.17	-0.397039	11699	0.566972	1
617.61	-0.329068	10187	0.671362	1
86.49	-0.0942287	4219	0.515695	0
87.35	-0.301441	17914	0.659004	0
245.27	0.262838	9043	0.614068	1
222.70	-0.281087	5211	0.700883	1
284.36	-0.273305	6143	0.698795	1
59.94	-0.274472	3227	0.580524	1
57.56	0.0238165	8176	0.504587	1
62.49	-0.571868	12123	0.640351	1
97.18	-0.383283	23457	0.669291	1
860.85	-0.0223439	30942	0.615655	1
114.91	0.14529	14861	0.651196	1
161.03	0.02063	11208	0.762302	1
113.13	0.450785	4194	0.640845	1
169.15	-0.253065	3425	0.690722	0
170.26	-0.447832	4230	0.621359	0
52.90	0.791147	3000	0.639810	0
56.54	-0.368629	19587	0.675000	0
51.29	-0.610167	20244	0.671569	0
72.71	0.154202	23181	0.751295	0
125.77	-0.0481429	20467	0.667774	1
80.45	-0.613134	636	0.633588	0
58.71	-0.649443	1581	0.664615	0
55.00	-0.227685	9270	0.715536	0
67.42	0.715919	671	0.676471	0
159.56	-0.479454	6816	0.612813	0
76.68	-0.53742	980	0.623729	1
54.34	-0.671821	1057	0.641256	0
116.42	-0.65735	4162	0.628159	0
112.70	-0.0923408	2829	0.604502	1
441.10	-0.325203	17847	0.665658	0
548.20	-0.685235	9788	0.701058	1
51.88	0.30576	20827	0.640884	0
79.15	0.05509	21041	0.630705	0
58.23	-0.994506	21740	0.602317	0
99.65	-0.763263	26876	0.634021	0
83.19	0.25549	55024	0.695652	0
79.51	-0.458414	62934	0.634483	0
107.63	-0.62598	64543	0.622896	0
51.79	-0.299571	2853	0.670807	0
92.23	-0.615394	7031	0.717593	0
106.93	0.0255238	25416	0.559524	0
57.39	-0.704156	34307	0.619048	0
59.19	-0.22118	44983	0.648649	0
53.83	-0.154103	60985	0.724138	0
86.11	-0.624636	74965	0.622010	0
59.59	-0.866202	39809	0.543353	0
106.98	-0.319174	8674	0.694340	0
60.83	-0.256694	2651	0.451613	0
51.20	-0.112719	1257	0.674157	0
480.26	0.61646	27517	0.632335	1
53.69	0.641234	12058	0.634286	0
62.57	0.0983483	1701	0.606742	0
145.31	-0.45046	36849	0.686916	0
64.04	-0.686126	33276	0.543478	0
68.88	-0.38785	15550	0.639896	0
77.51	-0.356815	1955	0.613757	0
85.84	0.043757	3058	0.693227	0
192.18	-0.307403	9508	0.697581	0
218.45	-0.345352	25835	0.665254	0
107.58	-0.528643	3091	0.642633	0
160.05	-0.283112	9834	0.509615	0
64.63	-0.673217	41426	0.617898	1
246.61	0.587068	42189	0.603995	1
65.53	-0.742962	47056	0.639860	0
88.60	-0.597083	62301	0.608974	0
58.33	-0.274914	60685	0.614243	0
109.53	-0.399307	60149	0.722458	0
123.04	-0.493753	50720	0.641414	0
311.13	-0.461797	29152	0.634981	0
53.35	-0.712466	22871	0.668103	0
149.83	-0.780548	4367	0.668860	0
174.20	-0.457966	3036	0.634831	0
355.62	-0.651687	3946	0.654941	0
141.18	-0.869742	4576	0.608889	0
308.03	-0.742796	14715	0.686000	0
53.81	-0.702199	13005	0.585227	0
63.55	-0.731476	10536	0.654762	0
56.02	-0.779599	12982	0.638122	0
135.57	-0.483894	4518	0.654912	0
105.69	-0.253612	13085	0.665188	1
83.87	-0.407725	12514	0.678218	1
73.67	-0.29284	3735	0.620000	0
183.42	-0.378879	5374	0.550336	0
152.70	-0.303324	5435	0.666265	1
61.54	-0.426598	6484	0.651852	0
95.34	-0.528467	3776	0.630719	1
207.52	-0.412842	1546	0.690625	0
94.53	-0.279708	2665	0.640919	1
254.43	-0.429175	2134	0.634921	0
164.17	2.96278	6591	0.628743	0
122.05	-0.47872	4897	0.671664	0
273.79	-0.504438	3574	0.695958	0
68.11	-0.141636	5850	0.623377	0
69.16	-0.326364	10121	0.590038	0
83.16	-0.62419	10272	0.669014	0
53.77	-0.750061	5159	0.671171	1
281.99	1.82239	4403	0.678035	1
67.49	-0.709597	2889	0.668354	0
484.78	0.00155896	2521	0.508423	1
96.43	-0.010991	5020	0.554054	0
89.19	0.00182266	14523	0.625616	0
142.64	-0.0960979	14849	0.636086	0
150.04	-0.202584	8947	0.629214	0
68.07	-0.214855	13190	0.673575	0
73.49	-0.328511	6907	0.586466	0
312.17	-0.355178	10388	0.632701	1
50.24	-0.708672	10822	0.625000	1
52.34	0.454551	27935	0.532051	0
72.24	-0.330827	3690	0.636364	0
84.78	-0.271324	5933	0.617778	0
73.42	-0.265399	34382	0.587838	0
66.78	-0.346704	50441	0.674757	0
73.44	-0.129653	62139	0.556122	0
66.19	-0.826401	78620	0.613139	0
98.44	-0.132904	84391	0.590406	1
301.12	-0.0118166	84775	0.502959	1
93.54	-0.0411811	85167	0.545961	1
58.07	-0.0917556	112219	0.637037	0
75.93	0.138126	121572	0.408072	1
101.35	-0.551194	189106	0.585821	0
71.23	-0.51158	201375	0.615385	0
66.95	-0.535607	201531	0.602679	0
193.71	-0.367362	200236	0.534202	0
70.96	-0.0556723	138041	0.576271	0
73.62	-0.28989	94553	0.535088	0
58.23	-0.546652	15246	0.533333	0
68.29	-0.261155	10541	0.517857	0
134.69	-0.382727	13842	0.639344	0
56.31	-0.317868	35881	0.614035	1
69.97	0.635007	36096	0.460526	1
61.51	-0.538717	57309	0.671053	0
57.01	-0.406015	40558	0.654135	0
54.75	-0.519122	22347	0.612245	0
160.81	0.204306	9094	0.595238	0
338.16	-0.49258	13707	0.597173	0
94.62	-0.280654	22899	0.649038	0
82.35	-0.298381	28884	0.529703	0
55.47	-0.658953	39574	0.635514	0
51.10	0.0544586	3443	0.580110	0
57.81	-0.126147	1822	0.712281	0
152.58	0.286272	917	0.678344	0
67.49	-0.16949	26015	0.549020	0
52.65	-0.336315	7300	0.550336	0
58.99	-0.459864	30983	0.550296	0
381.94	-0.197539	44133	0.529213	1
225.17	-0.218965	114882	0.530612	0
78.96	-0.501605	115237	0.563636	0
60.25	0.0161613	137346	0.424731	0
87.87	-0.279281	169598	0.510823	0
50.10	-0.175042	169871	0.430303	0
67.64	-0.479531	125144	0.494792	1
86.81	-0.404756	89148	0.488889	0
79.80	-0.174475	71142	0.469697	0
71.49	-0.342137	70761	0.370558	1
198.70	0	36766	0.460064	1
120.59	-0.333237	23348	0.431280	0
244.44	0.345921	8738	0.466960	1
64.09	0.0563228	21994	0.443038	1
250.89	0.178889	28683	0.510638	1
118.60	0.139213	28990	0.520635	1
195.61	-0.531685	70609	0.651934	0
154.80	-0.59592	134896	0.425856	1
216.47	-0.380233	135186	0.541555	1
53.89	-0.399905	144768	0.557823	0
154.70	-0.510605	176675	0.528736	1
64.42	-0.475492	180922	0.582888	0
71.92	-0.337566	141300	0.502890	0
55.65	-0.333164	116175	0.637931	0
54.06	-0.366579	98564	0.561983	0
119.54	-0.1902	77091	0.573684	0
127.48	1.06439	67797	0.442815	1
57.11	-0.374108	44303	0.509804	0
145.85	-0.384135	37533	0.454148	0
328.64	-0.290387	10751	0.556667	0
60.67	-0.419807	864	0.620482	0
51.96	-0.243237	10101	0.568047	0
158.45	-0.450694	16935	0.611321	0
65.16	-0.066522	21679	0.591195	0
110.03	-0.626786	34562	0.480583	0
300.31	-0.338488	46926	0.505353	0
85.47	-0.0558163	27096	0.514286	0
116.83	0.0610167	15503	0.635983	0
89.78	-0.188859	9340	0.614634	0
71.01	-0.58897	30674	0.585185	0
79.91	-0.206062	36519	0.553097	0
178.80	-0.310487	49403	0.530702	1
116.81	-0.496993	50929	0.607843	0
51.20	-0.176679	65376	0.592391	0
266.85	-0.222727	69805	0.654135	1
82.95	-0.381682	63712	0.575758	1
132.35	-0.0297717	48578	0.517341	1
81.70	-0.3863	47634	0.547325	1
63.94	0.0551944	31304	0.527778	0
202.26	-0.126102	17392	0.615686	1
58.88	-0.366512	5095	0.554878	0
58.23	-0.265239	4801	0.566372	0
282.53	-0.00261364	14599	0.632867	1
158.55	-0.106288	15862	0.598870	1
225.38	-0.0224678	15165	0.608187	0
50.18	0.01462	3212	0.559441	0
55.60	-0.6578	5061	0.607143	0
161.37	-0.313538	2784	0.519231	1
90.87	-0.314101	3364	0.493188	1
109.06	-0.35914	7966	0.549689	1
51.44	0.116966	21159	0.636986	0
74.21	-0.282475	15977	0.583710	0
455.19	-0.62841	10490	0.610108	1
50.68	-0.461209	9982	0.623431	0
56.60	-0.0949305	6185	0.491979	0
50.78	-0.327324	6454	0.495238	0
148.63	0.126899	6861	0.477612	0
52.05	-0.147876	14862	0.648515	0
71.96	-0.472133	31521	0.671795	0
69.55	-0.340391	34548	0.588542	0
163.45	-0.177004	62784	0.644788	0
75.49	-0.409	63888	0.652344	0
371.94	0.702265	51978	0.684127	0
52.40	0.279855	51418	0.643162	0
180.59	-0.231071	38229	0.566327	0
52.85	-0.158538	31490	0.574956	0
486.42	1.92417	30866	0.705314	0
191.30	-0.139126	18208	0.601010	0
175.99	-0.150103	17005	0.663551	0
153.61	-0.176183	8107	0.633929	0
87.66	-0.179339	1187	0.550980	0
97.87	1.35604	2801	0.681818	0
97.27	-0.20057	924	0.577778	1
51.71	0.206353	1622	0.488136	1
106.23	0.161458	656	0.713513	1
171.22	0.0215009	1227	0.686131	1
145.93	0.0817189	567	0.699809	0
105.14	-0.210249	7457	0.624352	0
59.31	-0.522054	11996	0.592760	1
59.72	-0.251247	12280	0.583333	1
157.00	0.096927	19851	0.663492	0
51.54	0.00354667	36882	0.566667	0
165.25	0.130186	19857	0.614734	1
156.67	-0.458433	15582	0.558739	1
72.51	-0.249265	11092	0.609272	1
266.98	-0.258422	6605	0.603015	1
129.53	-0.437323	1697	0.620000	1
95.57	0.0185222	2394	0.549488	0
148.29	-0.0995338	7381	0.620301	1
60.30	-0.145834	10391	0.662420	0
57.52	-0.290354	10813	0.677083	0
338.42	0.14778	1922	0.567901	1
181.46	-0.236902	8020	0.585106	0
269.85	2.30238	6026	0.749091	0
180.52	1.70696	6270	0.747235	0
66.11	1.88122	5928	0.640244	1
95.89	0.870859	4874	0.682219	1
62.09	0.615301	8024	0.667969	0
97.26	-0.201129	9009	0.665094	1
96.86	-0.328902	3617	0.511111	0
58.40	-0.664455	9442	0.663830	0
150.89	-0.113883	1505	0.427215	1
99.74	0.0644766	7463	0.484375	1
59.84	-0.117788	7091	0.483444	1
56.54	-0.125777	6839	0.554140	0
224.23	0.209788	4279	0.457971	0
80.77	-0.130065	2866	0.503817	0
102.61	-0.0578644	5835	0.559322	0
176.99	-0.0833193	10807	0.577465	0
59.20	-0.438176	9234	0.579832	0
60.37	0.0574292	8890	0.622318	1
207.15	-0.220034	5446	0.588859	0
206.94	0.151571	13807	0.561224	0
70.89	-0.0195983	82250	0.506550	1
156.53	0.255221	104439	0.487437	0
87.54	-0.238919	107224	0.497462	0
83.13	-0.00902557	101943	0.511509	0
55.30	-0.0552059	101489	0.566176	0
58.29	-0.13573	59463	0.613734	0
51.63	-0.343547	58053	0.576000	1
229.30	0.267322	57109	0.528864	1
1495.97	-0.307495	50302	0.646222	1
75.92	-0.387316	35157	0.556000	1
54.55	1.16943	34743	0.486239	1
55.73	-0.0499023	26312	0.616541	0
75.40	-0.0304167	18230	0.600000	0
214.22	-0.0688834	15674	0.558304	0
50.46	-0.1281	28350	0.613333	0
59.25	1.05778	28514	0.385027	0
94.48	-0.467042	32039	0.623256	0
211.89	-0.217582	55631	0.621027	0
227.65	-0.28472	56147	0.569231	0
117.72	-0.202995	61166	0.528302	0
316.36	-0.359753	69979	0.604167	0
53.67	-0.367104	97674	0.528000	0
499.97	-0.24087	101307	0.511156	1
59.66	-0.132567	78860	0.458599	0
210.38	-0.131345	69510	0.596190	1
63.17	-0.557886	65597	0.622755	0
265.93	-0.26189	41133	0.574007	0
57.08	-0.278673	32370	0.505952	0
223.85	-0.0769634	11111	0.500000	0
109.71	-0.379105	5470	0.609091	0
52.32	-0.36478	10146	0.657143	0
163.60	-0.316406	42199	0.528736	0
58.63	-0.108714	74395	0.564315	0
244.32	-0.108146	70358	0.473214	1
123.63	0.0101044	69141	0.549451	1
61.75	-0.0912685	22485	0.513889	0
136.65	-0.164846	9675	0.496324	1
129.43	-0.0932975	9395	0.498208	1
105.79	0.102971	9304	0.443902	1
179.04	0.295812	12081	0.498084	0
51.97	-0.370968	4880	0.649351	0
62.74	-0.438662	12613	0.595960	0
233.27	-0.325259	15091	0.666667	0
61.51	-0.192147	19311	0.671329	0
59.77	-0.397349	33360	0.581395	0
75.49	0.184839	33649	0.533632	0
64.69	-0.232862	41435	0.580645	0
110.34	-0.120137	54433	0.622222	0
106.81	-0.0223221	59534	0.596154	1
285.39	0.502733	74750	0.558219	0
187.45	-0.204315	94541	0.592105	1
143.74	-0.215328	98139	0.559420	0
693.83	0.0933673	108608	0.605898	1
65.76	-0.125866	109414	0.552311	0
395.46	-0.405344	119905	0.614583	0
93.20	-0.35804	117276	0.538182	0
164.16	-0.157329	85682	0.606684	1
93.96	0.383186	78224	0.558704	0
67.78	-0.624348	52844	0.621145	0
80.35	-0.0400973	47123	0.659574	0
185.71	-0.0266974	26762	0.613226	0
52.06	0.421861	26023	0.583942	0
274.77	-0.109261	24757	0.653584	1
50.35	-0.336165	24469	0.603846	1
335.29	-0.137674	13580	0.706811	0
58.57	0.0599343	2903	0.780303	0
473.94	0.485469	3497	0.819608	0
64.12	-0.329345	4434	0.665625	1
56.11	-0.299546	16942	0.435583	0
68.94	-0.306264	17591	0.562500	0
137.73	0.19133	7547	0.447447	1
170.52	-0.290598	7940	0.434783	1
54.20	-0.0570604	18815	0.348993	0
745.62	-0.302404	31977	0.641509	0
50.25	-0.0344925	38768	0.589552	0
215.48	-0.135354	37796	0.575835	0
229.59	0.166755	1446	0.668151	0
298.03	-0.318153	7432	0.526132	0
508.96	-0.177626	8795	0.543860	1
149.49	0.302833	43633	0.474201	1
111.33	-0.0539268	49115	0.500000	0
51.12	-0.0288741	86960	0.555556	0
50.04	-0.303894	88950	0.595745	0
261.82	0.153129	50674	0.546429	1
70.12	-0.034507	40663	0.563380	0
82.15	-0.210229	40285	0.526596	1
236.66	0.27727	38899	0.472272	1
57.76	-0.555013	5047	0.495536	1
65.11	-0.0124432	4157	0.549242	1
248.77	-0.169031	2901	0.699187	1
52.84	-0.265197	11580	0.578947	0
56.65	-0.246658	18307	0.572864	1
102.94	-0.166306	19222	0.590090	1
72.57	-0.123181	19666	0.578704	1
62.83	-0.519388	15718	0.438849	1
139.85	0.0226938	8535	0.448015	1
115.96	0.0455083	8144	0.343234	1
61.52	-0.342549	6550	0.601307	0
212.09	-0.479576	3152	0.550000	0
56.52	-0.231397	1701	0.546729	0
209.24	-0.531188	18522	0.636364	1
109.74	-0.41667	21313	0.625468	1
72.21	-0.22285	41046	0.576369	1
105.79	-0.422994	44390	0.541284	1
63.70	-0.344517	41112	0.516807	1
57.21	-0.129944	27148	0.462500	1
126.23	0.0737053	5483	0.542105	0
93.61	0.0759104	11705	0.507463	1
86.52	2.7953	13324	0.470383	1
69.80	-0.052475	13855	0.431250	1
53.11	0.00865823	17689	0.474684	1
412.55	0.0897517	17858	0.529801	1
173.77	0.613162	34332	0.413420	1
59.03	-0.459887	38828	0.543396	1
81.39	-0.138141	1608	0.462312	0
60.86	0.503225	5940	0.537445	1
64.76	-0.39408	6264	0.543210	1
61.28	-0.267764	16345	0.483516	0
58.14	0.0828543	26342	0.430464	0
65.27	0.564208	35213	0.369792	0
90.11	-0.106566	35503	0.433962	1
60.64	1.73725	45830	0.412903	0
55.59	-0.141553	57525	0.553191	0
72.95	-0.00788667	63847	0.496667	1
59.32	-0.44477	58057	0.494898	1
78.93	-0.0138294	14238	0.473529	1
75.51	0.0371245	39071	0.463519	0
50.31	0.927773	45878	0.480000	1
640.01	0.823795	46501	0.687138	1
114.38	1.44734	55974	0.390511	1
229.13	0.0830625	62687	0.467105	1
71.39	0.468935	69887	0.372294	0
103.91	0.208478	65180	0.448276	1
80.10	-0.0281	57087	0.513043	0
54.33	-0.0858708	49473	0.567416	0
118.62	-0.0595506	32289	0.497976	1
77.72	0.0782828	15185	0.595960	0
180.23	0.306504	6728	0.451754	1
401.09	-0.0231805	28802	0.580122	0
67.55	-0.17981	28614	0.620112	0
137.04	-0.194934	19624	0.517964	1
60.44	-0.778864	15218	0.598870	1
232.23	-0.0888184	4100	0.544737	1
53.90	-0.174563	6126	0.535211	0
99.16	-0.096104	27876	0.520134	1
53.78	0.182709	30084	0.390110	0
53.12	0.194212	27548	0.355932	0
208.80	-0.462484	1984	0.565141	1
54.89	-0.233869	1796	0.535519	1
52.63	-0.266437	5589	0.562914	0
328.87	-0.211249	16495	0.559902	0
78.24	-0.0564274	2679	0.580645	0
152.48	-0.176083	8215	0.491736	0
91.04	-0.39945	20969	0.549801	0
118.88	-0.149037	16543	0.490654	1
288.98	0.0113413	16007	0.577381	1
89.62	1.5325	3297	0.557823	0
61.81	-0.0330328	7095	0.502732	1
69.84	-0.100332	7355	0.576531	1
82.27	0.181841	2227	0.417989	1
60.36	-0.288172	9293	0.477833	0
50.34	0.0208598	11299	0.487805	0
60.65	-0.157488	18578	0.548837	1
208.22	-0.378622	18878	0.510769	1
254.49	-0.413298	17993	0.562310	0
86.19	-0.0123534	7926	0.599138	0
180.88	-0.168808	9190	0.513245	0
50.63	-0.415199	13452	0.627820	1
77.74	-0.200834	13753	0.484241	1
58.71	-0.131938	5863	0.524444	0
219.23	0.830034	3504	0.664683	0
78.37	0.0328348	12544	0.582609	0
58.18	-0.256987	8600	0.546053	0
83.80	0.324888	2828	0.611607	0
210.15	-0.277073	10015	0.622507	1
72.77	0.155911	12153	0.477089	1
213.28	-0.306251	1553	0.623377	0
61.98	-0.424248	5031	0.616000	0
171.29	-0.130272	26868	0.621024	1
54.72	-0.0864244	27928	0.578778	1
65.44	-0.0104224	28325	0.534606	1
84.12	-0.389403	6282	0.592742	0
83.11	2.3281	15830	0.533865	0
52.31	0.539013	36838	0.636752	0
256.17	0.121821	24050	0.623167	1
106.80	0.155649	23625	0.563415	1
709.83	-0.125753	8387	0.558638	1
181.68	-0.211127	17997	0.567639	0
66.64	-0.224037	28066	0.558282	0
120.67	-0.146869	12080	0.578635	0
418.98	-0.291994	7823	0.674847	0
64.38	0.0247789	7226	0.531579	0
180.76	-0.255979	4473	0.605140	1
163.61	-0.46956	9256	0.597531	1
330.39	-0.393276	20736	0.645455	0
155.32	-0.0607635	11832	0.640394	0
486.52	0.228558	771	0.721983	1
119.00	0.00106771	7670	0.468750	0
51.96	0.029397	6824	0.527638	0
440.51	-0.250952	3276	0.508333	1
128.53	2.08898	3466	0.665480	1
141.76	-0.285861	6973	0.619195	1
71.62	-0.665195	10687	0.637931	0
71.43	-0.294582	27327	0.520588	1
51.63	0.00590783	30690	0.502304	1
87.52	0.0332781	39189	0.410596	0
353.52	-0.201089	31210	0.508741	1
57.43	-0.572472	16203	0.659091	1
52.78	-0.07715	14745	0.561111	1
55.51	-0.0522193	6976	0.543860	1
270.91	0.0817052	11166	0.608491	1
51.62	0.602544	1594	0.558252	0
128.61	1.51525	1876	0.476673	0
116.10	0.313371	2372	0.622807	1
123.89	-0.0548437	11067	0.544271	1
124.25	-0.149405	4306	0.628378	0
303.66	-0.363241	2555	0.581159	1
86.23	-0.107513	2865	0.505703	1
60.19	0.693146	12062	0.469697	1
235.49	1.14769	13076	0.489362	1
452.17	0.142818	3058	0.531469	1
363.30	0.0454023	5825	0.511494	1
77.30	-0.737121	504	0.787879	0
82.61	-0.114547	742	0.649533	0
58.51	0.318	936	0.422857	1
67.93	0.247555	12439	0.494297	1
81.09	-0.152343	31919	0.502488	1
121.95	-0.0906864	35137	0.504545	0
59.16	-0.108886	6332	0.583333	1
134.07	-0.241216	15745	0.519435	1
88.12	4.26511	16100	0.604061	1
171.94	0.214395	11777	0.503401	1
180.54	0.00243805	6429	0.477876	0
235.84	0.210249	4656	0.511312	0
66.19	-0.168044	562	0.510949	0
70.77	-0.134748	3683	0.487805	1
267.44	-0.153482	8606	0.502008	1
96.46	-0.12717	12290	0.495652	0
163.32	-0.184854	1925	0.438735	1
69.14	0.384976	1477	0.654762	1
99.33	0.0163802	19693	0.527157	0
161.88	1.25197	28170	0.491166	0
216.00	0.0430192	26807	0.550523	1
98.02	0.631691	21184	0.456790	0
170.49	0.793035	16452	0.526639	1
77.61	0.152742	6422	0.558594	1
147.00	0.70335	5758	0.443609	1
228.87	1.33655	5232	0.601375	1
83.88	0.311031	4754	0.466667	1
195.61	0.858981	5474	0.625000	1
58.01	0.0751193	11116	0.550459	0
50.50	1.32364	19880	0.506250	1
207.08	-0.0964205	20120	0.595687	1
51.19	1.37408	20537	0.578431	1
60.11	-0.151178	26218	0.511628	0
50.60	0.0361374	37283	0.435115	0
57.79	-0.271562	24888	0.607843	0
69.75	-0.0917129	11499	0.549505	0
69.42	-0.0881575	10549	0.574803	0
68.66	-0.221797	8857	0.670051	1
59.20	0.59898	792	0.644608	0
279.18	1.19548	9798	0.646331	0
135.53	2.85025	12077	0.649886	0
78.44	-0.00141379	12615	0.600000	0
415.10	1.42976	24373	0.634951	1
436.75	0.956787	13950	0.609284	1
332.47	0.805434	10099	0.637762	1
51.88	2.69979	15289	0.634831	0
52.68	0.50205	15767	0.679128	0
62.84	1.19341	20870	0.651163	0
62.92	-0.276791	23020	0.625592	0
95.83	0.0481795	27633	0.631818	1
91.04	-0.258275	28090	0.600000	1
273.83	1.75505	34672	0.605229	1
71.31	0.270071	40039	0.567123	0
113.87	-0.0034451	44294	0.649020	1
102.15	0.938957	43156	0.601896	0
57.61	0.778169	40385	0.647239	0
60.13	0.119053	16556	0.656805	0
64.28	0.00881152	7919	0.628272	0
124.92	0.560354	7588	0.657143	0
244.06	0.674216	2018	0.662162	0
67.62	1.17941	1247	0.652111	0
79.99	0.87609	7478	0.628743	0
165.93	0.111936	18373	0.548564	1
598.44	0.373638	38653	0.646739	1
67.86	0.304187	42644	0.579832	1
288.92	0.298299	70190	0.721311	0
184.79	-0.152313	76580	0.588406	0
158.19	0.253677	92109	0.767857	0
53.16	-0.366811	92022	0.540984	0
74.82	1.15348	81038	0.578125	0
203.75	0.0811469	71657	0.675258	0
55.20	-0.146679	66189	0.630303	0
55.27	0.0505467	61685	0.620000	0
89.77	-0.125993	47319	0.611940	0
142.79	0.0560283	39714	0.629555	0
58.47	0.343486	23169	0.575540	1
315.94	0.513536	20516	0.600724	0
53.80	-0.300362	17994	0.588652	0
160.50	0.0737762	11909	0.579055	0
168.43	0.029615	8089	0.639381	0
455.75	-0.176861	974	0.594771	1
121.81	0.229125	7863	0.505000	0
185.14	0.948731	8010	0.462451	0
310.63	0.449218	1281	0.612086	1
274.98	-0.537629	5485	0.613611	1
124.76	-0.285132	5868	0.627628	1
62.27	-0.461059	8399	0.504545	0
136.55	-0.010782	15437	0.436090	0
531.99	0.0356813	12829	0.490762	1
54.86	0.318933	38897	0.564444	0
66.37	0.209817	43181	0.567073	1
56.38	0.0810763	45589	0.529661	0
218.57	0.0189668	46690	0.595166	0
132.04	0.0440192	64079	0.552885	0
107.65	0.0663744	66235	0.636986	0
274.04	0.455957	81749	0.580922	1
86.73	-0.152193	82746	0.581967	1
60.93	-0.259134	99613	0.577114	0
104.47	-0.2719	90182	0.570881	0
60.65	-0.417798	81363	0.612717	0
134.84	-0.153202	80393	0.497942	0
119.64	0.42569	65076	0.543430	1
72.99	0.818454	64780	0.526104	1
63.55	-0.150623	49636	0.611111	0
99.28	-0.108307	5216	0.504098	0
516.29	0.380303	19762	0.540871	1
66.51	-0.477602	12118	0.632716	0
83.96	-0.130313	10746	0.744108	0
73.07	-0.392988	2205	0.578125	0
241.09	0.286652	17023	0.518033	0
60.52	-0.538151	24699	0.569767	0
56.32	0.308139	29819	0.578571	1
170.88	-0.102708	36932	0.529762	0
69.54	0.103291	27767	0.480447	0
335.34	0.0633545	18808	0.515050	0
137.33	-0.121719	14868	0.547131	1
90.95	-0.00790733	2443	0.586873	0
115.83	-0.315687	17439	0.644231	0
89.48	-0.0747029	10904	0.572944	0
58.89	-0.227842	7526	0.540670	0
138.67	0.79743	4223	0.682709	0
53.42	0.0303736	1449	0.494505	1
122.22	-0.160068	5908	0.609290	1
63.89	0.0731296	9052	0.621262	1
140.57	-0.227647	12287	0.600644	1
154.84	-0.182997	19357	0.518750	0
192.89	1.49919	16366	0.642659	1
58.26	-0.208478	16100	0.669118	0
139.67	0.0204004	3950	0.546610	1
84.27	-0.0537003	565	0.516373	1
225.55	-0.275287	12292	0.597701	0
320.90	-0.142827	5381	0.664110	1
